id_cobranza;id_documento;fecha_pago;moneda;monto_pagado;medio_pago;id_operacion_factoring
COB-003336;DOC-2025-03322;2025-08-06;CLP;5387047;CHEQUE;
COB-003377;DOC-2025-02671;2025-08-06;CLP;2842513;TRANSFERENCIA;
COB-003457;DOC-2025-02449;2025-08-06;USD;54568.98;TRANSFERENCIA;
COB-003816;DOC-2025-02287;2025-08-06;USD;185721.49;FACTORING;FCT-2025-0155
COB-002894;DOC-2025-02314;2025-08-07;USD;65914.53;TRANSFERENCIA;
COB-003161;DOC-2025-02415;2025-08-07;USD;4518.04;CHEQUE;
COB-003199;DOC-2025-04351;2025-08-07;CLP;2837619;TRANSFERENCIA;
COB-003284;DOC-2025-03780;2025-08-07;CLP;1724519;TRANSFERENCIA;
COB-003386;DOC-2025-04291;2025-08-07;CLP;114134346;TRANSFERENCIA;
COB-003504;DOC-2025-04132;2025-08-07;CLP;38420432;TRANSFERENCIA;
COB-003569;DOC-2025-02349;2025-08-07;USD;19482.42;COMPENSACION;
COB-003777;DOC-2025-02362;2025-08-07;USD;40386.82;FACTORING;FCT-2025-0153
COB-004280;DOC-2025-94869;2025-08-07;CLP;8366533;COMPENSACION;
COB-003004;DOC-2025-02475;2025-08-08;USD;100820.65;CHEQUE;
COB-003036;DOC-2025-04023;2025-08-08;CLP;31298439;TRANSFERENCIA;
COB-003049;DOC-2025-02423;2025-08-08;USD;48396.06;TRANSFERENCIA;
COB-003097;DOC-2025-03896;2025-08-08;CLP;14216672;TRANSFERENCIA;
COB-003478;DOC-2025-03959;2025-08-08;CLP;890897;COMPENSACION;
COB-003516;DOC-2025-02930;2025-08-08;CLP;2709998;CHEQUE;
COB-003795;DOC-2025-02168;2025-08-08;USD;36468.92;FACTORING;FCT-2025-0154
COB-002524;DOC-2025-03515;2025-08-11;CLP;13779460;TRANSFERENCIA;
COB-002533;DOC-2025-03991;2025-08-11;CLP;21332647;CHEQUE;
COB-002575;DOC-2025-03275;2025-08-11;CLP;5334422;TRANSFERENCIA;
COB-002602;DOC-2025-02279;2025-08-11;USD;7464.73;TRANSFERENCIA;
COB-002860;DOC-2025-03191;2025-08-11;CLP;24865873;TRANSFERENCIA;
COB-003001;DOC-2025-02338;2025-08-11;USD;17552.55;TRANSFERENCIA;
COB-003023;DOC-2025-03021;2025-08-11;CLP;5565994;TRANSFERENCIA;
COB-003180;DOC-2025-03992;2025-08-11;CLP;4881643;TRANSFERENCIA;
COB-003196;DOC-2025-03542;2025-08-11;CLP;5205529;TRANSFERENCIA;
COB-003231;DOC-2025-03994;2025-08-11;CLP;16150116;TRANSFERENCIA;
COB-003250;DOC-2025-02916;2025-08-11;CLP;1844596;TRANSFERENCIA;
COB-003279;DOC-2025-02656;2025-08-11;CLP;15260935;TRANSFERENCIA;
COB-003350;DOC-2025-03004;2025-08-11;CLP;26487633;TRANSFERENCIA;
COB-003361;DOC-2025-02655;2025-08-11;CLP;7710606;TRANSFERENCIA;
COB-003489;DOC-2025-02851;2025-08-11;CLP;2234261;TRANSFERENCIA;
COB-003564;DOC-2025-04019;2025-08-11;CLP;13486750;TRANSFERENCIA;
COB-003592;DOC-2025-02650;2025-08-11;CLP;1396786;TRANSFERENCIA;
COB-003598;DOC-2025-02861;2025-08-11;CLP;4264983;TRANSFERENCIA;
COB-003665;DOC-2025-04307;2025-08-11;CLP;1797422;COMPENSACION;
COB-002209;DOC-2024-00662;2025-08-12;CLP;5180118;TRANSFERENCIA;
COB-002959;DOC-2025-02198;2025-08-12;USD;9560.81;TRANSFERENCIA;
COB-003104;DOC-2025-02513;2025-08-12;USD;18967.0;TRANSFERENCIA;
COB-003141;DOC-2025-03109;2025-08-12;CLP;28536957;COMPENSACION;
COB-003403;DOC-2025-02172;2025-08-12;USD;40416.12;TRANSFERENCIA;
COB-003409;DOC-2025-03732;2025-08-12;CLP;2040156;CHEQUE;
COB-003549;DOC-2025-03881;2025-08-12;CLP;2194314;TRANSFERENCIA;
COB-003554;DOC-2025-04270;2025-08-12;CLP;6420555;TRANSFERENCIA;
COB-003631;DOC-2025-03032;2025-08-12;CLP;1056908;TRANSFERENCIA;
COB-003659;DOC-2025-02816;2025-08-12;CLP;14817011;TRANSFERENCIA;
COB-003729;DOC-2025-03603;2025-08-12;CLP;6908915;TRANSFERENCIA;
COB-001020;DOC-2024-01121;2025-08-13;CLP;8567564;TRANSFERENCIA;
COB-001902;DOC-2024-00629;2025-08-13;CLP;2252873;TRANSFERENCIA;
COB-003480;DOC-2025-03308;2025-08-13;CLP;4263639;TRANSFERENCIA;
COB-003537;DOC-2025-02216;2025-08-13;USD;122080.28;CHEQUE;
COB-000450;DOC-2024-01400;2025-08-14;CLP;895701;TRANSFERENCIA;
COB-003144;DOC-2025-03430;2025-08-14;CLP;3529032;COMPENSACION;
COB-003343;DOC-2025-04032;2025-08-14;CLP;2679073;TRANSFERENCIA;
COB-003379;DOC-2025-02925;2025-08-14;CLP;2317074;TRANSFERENCIA;
COB-003562;DOC-2025-02312;2025-08-14;USD;34668.29;TRANSFERENCIA;
COB-003850;DOC-2025-02507;2025-08-14;USD;91599.44;FACTORING;FCT-2025-0157
COB-004277;DOC-2023-92754;2025-08-14;CLP;8851984;COMPENSACION;
COB-002598;DOC-2025-03085;2025-08-18;CLP;2048386;TRANSFERENCIA;
COB-002758;DOC-2025-02784;2025-08-18;CLP;2533393;TRANSFERENCIA;
COB-002828;DOC-2025-03553;2025-08-18;CLP;3801174;TRANSFERENCIA;
COB-002857;DOC-2025-04295;2025-08-18;CLP;34683664;TRANSFERENCIA;
COB-002952;DOC-2025-03287;2025-08-18;CLP;2198342;TRANSFERENCIA;
COB-003052;DOC-2025-03615;2025-08-18;CLP;9843337;TRANSFERENCIA;
COB-003112;DOC-2025-02949;2025-08-18;CLP;3364299;TRANSFERENCIA;
COB-003162;DOC-2025-02415;2025-08-18;USD;5072.47;TRANSFERENCIA;
COB-003272;DOC-2025-02197;2025-08-18;USD;90873.86;TRANSFERENCIA;
COB-003300;DOC-2025-03807;2025-08-18;CLP;3604149;CHEQUE;
COB-003306;DOC-2025-04261;2025-08-18;CLP;14103724;TRANSFERENCIA;
COB-003312;DOC-2025-03789;2025-08-18;CLP;2501914;TRANSFERENCIA;
COB-003388;DOC-2025-02041;2025-08-18;USD;29893.16;TRANSFERENCIA;
COB-003439;DOC-2025-03130;2025-08-18;CLP;9369715;TRANSFERENCIA;
COB-003481;DOC-2025-02042;2025-08-18;USD;40873.07;CHEQUE;
COB-003497;DOC-2025-03219;2025-08-18;CLP;5812350;TRANSFERENCIA;
COB-003570;DOC-2025-02349;2025-08-18;USD;13059.19;TRANSFERENCIA;
COB-003639;DOC-2025-03678;2025-08-18;CLP;2901100;TRANSFERENCIA;
COB-003652;DOC-2025-02977;2025-08-18;CLP;990333;CHEQUE;
COB-003890;DOC-2025-02456;2025-08-18;USD;69591.19;FACTORING;FCT-2025-0159
COB-003898;DOC-2025-03945;2025-08-18;CLP;6289401;TRANSFERENCIA;
COB-003919;DOC-2025-02167;2025-08-18;USD;35203.66;FACTORING;FCT-2025-0161
COB-001078;DOC-2024-01260;2025-08-19;CLP;3686116;TRANSFERENCIA;
COB-002650;DOC-2025-02709;2025-08-19;CLP;1095539;TRANSFERENCIA;
COB-003002;DOC-2025-02338;2025-08-19;USD;14894.48;CHEQUE;
COB-003460;DOC-2025-02679;2025-08-19;CLP;1309368;TRANSFERENCIA;
COB-003477;DOC-2025-03646;2025-08-19;CLP;7449133;TRANSFERENCIA;
COB-003506;DOC-2025-04254;2025-08-19;CLP;2739733;TRANSFERENCIA;
COB-003548;DOC-2025-03829;2025-08-19;CLP;1845431;COMPENSACION;
COB-003697;DOC-2025-02555;2025-08-19;CLP;1865426;TRANSFERENCIA;
COB-003718;DOC-2025-03743;2025-08-19;CLP;13645337;TRANSFERENCIA;
COB-002452;DOC-2025-03708;2025-08-20;CLP;10651665;CHEQUE;
COB-002711;DOC-2025-03361;2025-08-20;CLP;8735197;TRANSFERENCIA;
COB-002738;DOC-2025-03154;2025-08-20;CLP;977370;TRANSFERENCIA;
COB-003634;DOC-2025-03229;2025-08-20;CLP;10578015;TRANSFERENCIA;
COB-003683;DOC-2025-04232;2025-08-20;CLP;16782794;TRANSFERENCIA;
COB-002971;DOC-2025-03408;2025-08-21;CLP;741506;TRANSFERENCIA;
COB-002993;DOC-2025-03050;2025-08-21;CLP;6191109;TRANSFERENCIA;
COB-003038;DOC-2025-02296;2025-08-21;USD;84973.08;CHEQUE;
COB-003346;DOC-2025-02767;2025-08-21;CLP;9764751;TRANSFERENCIA;
COB-003486;DOC-2025-02533;2025-08-21;CLP;2084963;TRANSFERENCIA;
COB-003645;DOC-2025-04310;2025-08-21;CLP;24582699;TRANSFERENCIA;
COB-003866;DOC-2025-02183;2025-08-21;USD;28122.43;FACTORING;FCT-2025-0158
COB-001789;DOC-2024-00576;2025-08-22;CLP;5394424;TRANSFERENCIA;
COB-002195;DOC-2024-00554;2025-08-22;CLP;2413138;TRANSFERENCIA;
COB-002885;DOC-2025-02493;2025-08-22;USD;25433.03;TRANSFERENCIA;
COB-003543;DOC-2025-03203;2025-08-22;CLP;3910737;TRANSFERENCIA;
COB-003595;DOC-2025-03696;2025-08-22;CLP;4767852;TRANSFERENCIA;
COB-003629;DOC-2025-02901;2025-08-22;CLP;1313976;TRANSFERENCIA;
COB-002192;DOC-2024-00486;2025-08-25;CLP;1020881;CHEQUE;
COB-002501;DOC-2025-03741;2025-08-25;CLP;2388537;TRANSFERENCIA;
COB-002731;DOC-2025-02874;2025-08-25;CLP;416066;CHEQUE;
COB-003105;DOC-2025-02513;2025-08-25;USD;26559.18;TRANSFERENCIA;
COB-003154;DOC-2025-03345;2025-08-25;CLP;15321344;TRANSFERENCIA;
COB-003164;DOC-2025-02750;2025-08-25;CLP;8239285;CHEQUE;
COB-003271;DOC-2025-04205;2025-08-25;CLP;116380739;TRANSFERENCIA;
COB-003282;DOC-2025-03633;2025-08-25;CLP;556774;TRANSFERENCIA;
COB-003420;DOC-2025-02818;2025-08-25;CLP;7645129;TRANSFERENCIA;
COB-003426;DOC-2025-03619;2025-08-25;CLP;2411813;CHEQUE;
COB-003467;DOC-2025-04306;2025-08-25;CLP;11144389;TRANSFERENCIA;
COB-003487;DOC-2025-02542;2025-08-25;CLP;9350069;TRANSFERENCIA;
COB-003519;DOC-2025-02996;2025-08-25;CLP;2920266;TRANSFERENCIA;
COB-003561;DOC-2025-04284;2025-08-25;CLP;8180299;TRANSFERENCIA;
COB-003567;DOC-2025-02307;2025-08-25;USD;29911.25;TRANSFERENCIA;
COB-003573;DOC-2025-04058;2025-08-25;CLP;4998442;TRANSFERENCIA;
COB-003583;DOC-2025-04031;2025-08-25;CLP;30074925;TRANSFERENCIA;
COB-003588;DOC-2025-03607;2025-08-25;CLP;15955286;TRANSFERENCIA;
COB-003644;DOC-2025-04228;2025-08-25;CLP;22075241;CHEQUE;
COB-003692;DOC-2025-03388;2025-08-25;CLP;6136980;TRANSFERENCIA;
COB-003707;DOC-2025-02942;2025-08-25;CLP;8976034;TRANSFERENCIA;
COB-003714;DOC-2025-04008;2025-08-25;CLP;41014015;TRANSFERENCIA;
COB-003730;DOC-2025-03645;2025-08-25;CLP;12261043;TRANSFERENCIA;
COB-003804;DOC-2025-02683;2025-08-25;CLP;2859017;TRANSFERENCIA;
COB-003142;DOC-2025-03109;2025-08-26;CLP;36750667;TRANSFERENCIA;
COB-003666;DOC-2025-04307;2025-08-26;CLP;3114580;CHEQUE;
COB-002855;DOC-2025-03144;2025-08-27;CLP;14997420;CHEQUE;
COB-003258;DOC-2025-03601;2025-08-27;CLP;5361521;TRANSFERENCIA;
COB-003261;DOC-2025-02438;2025-08-27;USD;5240.06;TRANSFERENCIA;FCT-2025-0120
COB-003466;DOC-2025-04135;2025-08-27;CLP;13812497;TRANSFERENCIA;
COB-003625;DOC-2025-02599;2025-08-27;CLP;11768171;TRANSFERENCIA;
COB-001080;DOC-2024-01575;2025-08-28;CLP;3079239;TRANSFERENCIA;
COB-002297;DOC-2024-00678;2025-08-28;CLP;9024676;TRANSFERENCIA;
COB-002543;DOC-2025-03905;2025-08-28;CLP;12762155;TRANSFERENCIA;
COB-003337;DOC-2025-03322;2025-08-28;CLP;8176911;TRANSFERENCIA;
COB-003370;DOC-2025-02053;2025-08-28;USD;34474.03;CHEQUE;
COB-003456;DOC-2025-02259;2025-08-28;USD;28576.7;TRANSFERENCIA;
COB-003945;DOC-2025-02629;2025-08-28;CLP;8929216;TRANSFERENCIA;
COB-002223;DOC-2024-01775;2025-08-29;CLP;8284791;TRANSFERENCIA;
COB-002258;DOC-2024-01164;2025-08-29;CLP;2616125;COMPENSACION;
COB-002800;DOC-2025-02749;2025-08-29;CLP;9053277;TRANSFERENCIA;
COB-003365;DOC-2025-02047;2025-08-29;USD;4652.58;TRANSFERENCIA;FCT-2025-0128
COB-003614;DOC-2025-02210;2025-08-29;USD;1556.78;TRANSFERENCIA;FCT-2025-0143
COB-003678;DOC-2025-03765;2025-08-29;CLP;2686126;TRANSFERENCIA;
COB-003701;DOC-2025-04113;2025-08-29;CLP;3556182;TRANSFERENCIA;
COB-000905;DOC-2024-00954;2025-09-01;CLP;1336801;TRANSFERENCIA;
COB-002651;DOC-2025-02709;2025-09-01;CLP;1370003;TRANSFERENCIA;
COB-002713;DOC-2025-04119;2025-09-01;CLP;14168721;TRANSFERENCIA;
COB-002853;DOC-2025-03011;2025-09-01;CLP;5618305;CHEQUE;
COB-002957;DOC-2025-02163;2025-09-01;USD;147428.45;TRANSFERENCIA;
COB-002972;DOC-2025-03408;2025-09-01;CLP;871251;TRANSFERENCIA;
COB-003042;DOC-2025-02951;2025-09-01;CLP;4038016;TRANSFERENCIA;
COB-003121;DOC-2025-03725;2025-09-01;CLP;6825986;TRANSFERENCIA;
COB-003251;DOC-2025-02916;2025-09-01;CLP;1771795;TRANSFERENCIA;
COB-003273;DOC-2025-02313;2025-09-01;CLP;10480335;TRANSFERENCIA;
COB-003317;DOC-2025-02363;2025-09-01;USD;7730.0;TRANSFERENCIA;FCT-2025-0125
COB-003334;DOC-2025-03008;2025-09-01;CLP;5921326;TRANSFERENCIA;
COB-003402;DOC-2025-02088;2025-09-01;USD;15729.83;TRANSFERENCIA;
COB-003451;DOC-2025-02078;2025-09-01;USD;10902.9;TRANSFERENCIA;
COB-003507;DOC-2025-04335;2025-09-01;CLP;7440027;TRANSFERENCIA;
COB-003555;DOC-2025-04270;2025-09-01;CLP;5328025;TRANSFERENCIA;
COB-003615;DOC-2025-02256;2025-09-01;USD;54018.22;TRANSFERENCIA;
COB-003733;DOC-2025-03360;2025-09-01;CLP;5961842;TRANSFERENCIA;
COB-003755;DOC-2025-03399;2025-09-01;CLP;12352271;TRANSFERENCIA;
COB-003918;DOC-2025-02110;2025-09-01;USD;20289.18;FACTORING;FCT-2025-0160
COB-003952;DOC-2025-02345;2025-09-01;USD;114608.03;FACTORING;FCT-2025-0164
COB-002603;DOC-2025-02279;2025-09-02;USD;8299.94;TRANSFERENCIA;
COB-003479;DOC-2025-02242;2025-09-02;USD;31896.39;TRANSFERENCIA;
COB-003568;DOC-2025-02307;2025-09-02;USD;47887.16;TRANSFERENCIA;
COB-003603;DOC-2025-03498;2025-09-02;CLP;2393582;CHEQUE;
COB-003649;DOC-2025-02831;2025-09-02;CLP;3900742;CHEQUE;
COB-003673;DOC-2025-03129;2025-09-02;CLP;31504630;TRANSFERENCIA;
COB-003735;DOC-2025-03822;2025-09-02;CLP;1324538;TRANSFERENCIA;
COB-002345;DOC-2024-01912;2025-09-03;CLP;6743995;TRANSFERENCIA;
COB-002814;DOC-2025-03832;2025-09-03;CLP;1014138;TRANSFERENCIA;
COB-003538;DOC-2025-02238;2025-09-03;USD;420000;TRANSFERENCIA;
COB-003545;DOC-2025-03572;2025-09-03;CLP;3733231;TRANSFERENCIA;
COB-003571;DOC-2025-02593;2025-09-03;CLP;9058141;CHEQUE;
COB-003727;DOC-2025-03289;2025-09-03;CLP;3421583;TRANSFERENCIA;
COB-003765;DOC-2025-02622;2025-09-03;CLP;4062733;TRANSFERENCIA;
COB-003820;DOC-2025-03470;2025-09-03;CLP;8746922;TRANSFERENCIA;
COB-003885;DOC-2025-04199;2025-09-03;CLP;12890707;TRANSFERENCIA;
COB-001297;DOC-2024-01024;2025-09-04;CLP;3144442;CHEQUE;
COB-003059;DOC-2025-02673;2025-09-04;CLP;12333459;CHEQUE;
COB-003218;DOC-2025-03397;2025-09-04;CLP;9784654;TRANSFERENCIA;
COB-003453;DOC-2025-02081;2025-09-04;USD;15790.93;CHEQUE;
COB-003674;DOC-2025-03578;2025-09-04;CLP;9441449;TRANSFERENCIA;
COB-003739;DOC-2025-04086;2025-09-04;CLP;31684576;TRANSFERENCIA;
COB-003581;DOC-2025-02700;2025-09-05;CLP;23842692;CHEQUE;
COB-003623;DOC-2025-02490;2025-09-05;CLP;25277529;COMPENSACION;
COB-003831;DOC-2025-03218;2025-09-05;CLP;1352896;TRANSFERENCIA;
COB-003951;DOC-2025-02319;2025-09-05;USD;248044.25;FACTORING;FCT-2025-0163
COB-001437;DOC-2024-00477;2025-09-08;CLP;7225546;COMPENSACION;
COB-002780;DOC-2025-02522;2025-09-08;CLP;13898068;TRANSFERENCIA;
COB-002911;DOC-2025-02474;2025-09-08;USD;4500;TRANSFERENCIA;
COB-002928;DOC-2025-02734;2025-09-08;CLP;3137204;TRANSFERENCIA;
COB-002932;DOC-2025-02900;2025-09-08;CLP;5174148;TRANSFERENCIA;
COB-003173;DOC-2025-03485;2025-09-08;CLP;7151060;COMPENSACION;
COB-003448;DOC-2025-02316;2025-09-08;USD;79883.07;TRANSFERENCIA;
COB-003495;DOC-2025-03134;2025-09-08;CLP;2338210;TRANSFERENCIA;
COB-003609;DOC-2025-02136;2025-09-08;USD;22056.93;TRANSFERENCIA;
COB-003611;DOC-2025-02196;2025-09-08;USD;99048.12;TRANSFERENCIA;
COB-003637;DOC-2025-03514;2025-09-08;CLP;3655373;CHEQUE;
COB-003712;DOC-2025-03473;2025-09-08;CLP;3050655;TRANSFERENCIA;
COB-003748;DOC-2025-02814;2025-09-08;CLP;5981404;CHEQUE;
COB-003749;DOC-2025-02891;2025-09-08;CLP;13654040;TRANSFERENCIA;
COB-003751;DOC-2025-03093;2025-09-08;CLP;3157433;TRANSFERENCIA;
COB-003782;DOC-2025-03264;2025-09-08;CLP;69946116;TRANSFERENCIA;
COB-003853;DOC-2025-02657;2025-09-08;CLP;2496550;TRANSFERENCIA;
COB-003863;DOC-2025-04144;2025-09-08;CLP;7601304;TRANSFERENCIA;
COB-003883;DOC-2025-02957;2025-09-08;CLP;15142563;TRANSFERENCIA;
COB-003942;DOC-2025-02397;2025-09-08;CLP;11504615;FACTORING;FCT-2025-0162
COB-004282;DOC-2025-98344;2025-09-08;CLP;6636162;TRANSFERENCIA;
COB-003333;DOC-2025-02819;2025-09-09;CLP;9219556;TRANSFERENCIA;
COB-003382;DOC-2025-03720;2025-09-09;CLP;4230064;TRANSFERENCIA;
COB-003476;DOC-2025-04210;2025-09-09;CLP;67188170;TRANSFERENCIA;
COB-003643;DOC-2025-04152;2025-09-09;CLP;5974049;TRANSFERENCIA;
COB-002547;DOC-2025-03452;2025-09-10;CLP;7237022;TRANSFERENCIA;
COB-002901;DOC-2025-02164;2025-09-10;CLP;39929286;TRANSFERENCIA;
COB-003277;DOC-2025-02566;2025-09-10;CLP;5084336;TRANSFERENCIA;
COB-003375;DOC-2025-02367;2025-09-10;USD;68430.42;TRANSFERENCIA;
COB-003533;DOC-2025-03339;2025-09-10;CLP;50375432;CHEQUE;
COB-003558;DOC-2025-02981;2025-09-10;CLP;5586988;TRANSFERENCIA;
COB-003667;DOC-2025-04326;2025-09-10;CLP;11584542;TRANSFERENCIA;
COB-003875;DOC-2025-04347;2025-09-10;CLP;9451040;TRANSFERENCIA;
COB-001831;DOC-2024-01224;2025-09-11;CLP;1016118;TRANSFERENCIA;
COB-002714;DOC-2025-04119;2025-09-11;CLP;15755622;TRANSFERENCIA;
COB-003133;DOC-2025-02616;2025-09-11;CLP;5306575;TRANSFERENCIA;
COB-003232;DOC-2025-03994;2025-09-11;CLP;24820425;TRANSFERENCIA;
COB-003359;DOC-2025-02585;2025-09-11;CLP;1986826;TRANSFERENCIA;
COB-003376;DOC-2025-02448;2025-09-11;USD;16535.87;TRANSFERENCIA;
COB-003397;DOC-2025-04118;2025-09-11;CLP;6116492;TRANSFERENCIA;
COB-003454;DOC-2025-02244;2025-09-11;USD;248698.09;TRANSFERENCIA;
COB-003560;DOC-2025-03749;2025-09-11;CLP;2714429;TRANSFERENCIA;
COB-003681;DOC-2025-04200;2025-09-11;CLP;488834;TRANSFERENCIA;
COB-003747;DOC-2025-02766;2025-09-11;CLP;1257084;TRANSFERENCIA;
COB-003344;DOC-2025-04032;2025-09-12;CLP;2679073;TRANSFERENCIA;
COB-003468;DOC-2025-04306;2025-09-12;CLP;18629023;TRANSFERENCIA;
COB-003590;DOC-2025-03813;2025-09-12;CLP;5083824;TRANSFERENCIA;
COB-003661;DOC-2025-03842;2025-09-12;CLP;2577515;TRANSFERENCIA;
COB-003713;DOC-2025-03859;2025-09-12;CLP;4317083;TRANSFERENCIA;
COB-003723;DOC-2025-03392;2025-09-12;CLP;17500944;TRANSFERENCIA;
COB-003873;DOC-2025-03974;2025-09-12;CLP;5360069;CHEQUE;
COB-002193;DOC-2024-00486;2025-09-15;CLP;1020881;CHEQUE;
COB-002392;DOC-2024-01255;2025-09-15;CLP;9385611;TRANSFERENCIA;
COB-002886;DOC-2025-02493;2025-09-15;USD;19091.73;TRANSFERENCIA;
COB-002953;DOC-2025-03287;2025-09-15;CLP;2198342;TRANSFERENCIA;
COB-003094;DOC-2025-03826;2025-09-15;CLP;6962540;TRANSFERENCIA;
COB-003244;DOC-2025-04289;2025-09-15;CLP;16164316;TRANSFERENCIA;
COB-003483;DOC-2025-02263;2025-09-15;USD;853.38;TRANSFERENCIA;FCT-2025-0137
COB-003490;DOC-2025-02851;2025-09-15;CLP;2187366;COMPENSACION;
COB-003640;DOC-2025-03678;2025-09-15;CLP;3244198;TRANSFERENCIA;
COB-003669;DOC-2025-02442;2025-09-15;USD;89040.21;TRANSFERENCIA;
COB-003671;DOC-2025-03087;2025-09-15;CLP;3371389;TRANSFERENCIA;
COB-003684;DOC-2025-04292;2025-09-15;CLP;30924307;TRANSFERENCIA;
COB-003702;DOC-2025-02080;2025-09-15;USD;10712.76;TRANSFERENCIA;
COB-003736;DOC-2025-03822;2025-09-15;CLP;1361913;TRANSFERENCIA;
COB-003761;DOC-2025-02351;2025-09-15;USD;4223.27;CHEQUE;
COB-003785;DOC-2025-03501;2025-09-15;CLP;9207787;TRANSFERENCIA;
COB-003788;DOC-2025-03972;2025-09-15;CLP;1703185;TRANSFERENCIA;
COB-003869;DOC-2025-03309;2025-09-15;CLP;5364124;TRANSFERENCIA;
COB-003876;DOC-2025-02523;2025-09-15;CLP;1023713;TRANSFERENCIA;
COB-003966;DOC-2025-02206;2025-09-15;USD;25450.37;FACTORING;FCT-2025-0165
COB-004005;DOC-2025-02352;2025-09-15;USD;98965.5;FACTORING;FCT-2025-0167
COB-002880;DOC-2025-03796;2025-09-16;CLP;3622575;TRANSFERENCIA;
COB-003410;DOC-2025-04267;2025-09-16;CLP;8899184;TRANSFERENCIA;
COB-003542;DOC-2025-02447;2025-09-16;USD;11728.67;TRANSFERENCIA;
COB-003566;DOC-2025-02152;2025-09-16;USD;33917.0;TRANSFERENCIA;
COB-003576;DOC-2025-04314;2025-09-16;CLP;44292435;TRANSFERENCIA;
COB-003968;DOC-2025-02211;2025-09-16;USD;13654.34;FACTORING;FCT-2025-0166
COB-004063;DOC-2025-02067;2025-09-16;USD;39905.34;FACTORING;FCT-2025-0171
COB-002175;DOC-2024-01658;2025-09-17;CLP;2239067;TRANSFERENCIA;
COB-002528;DOC-2025-03742;2025-09-17;CLP;6820410;TRANSFERENCIA;
COB-003530;DOC-2025-02486;2025-09-17;USD;19311.5;TRANSFERENCIA;FCT-2025-0139
COB-003695;DOC-2025-04020;2025-09-17;CLP;5498522;TRANSFERENCIA;
COB-003779;DOC-2025-02424;2025-09-17;USD;112120.44;TRANSFERENCIA;
COB-003783;DOC-2025-03331;2025-09-17;CLP;1784122;TRANSFERENCIA;
COB-002453;DOC-2025-03708;2025-09-22;CLP;8475619;TRANSFERENCIA;
COB-002532;DOC-2025-03944;2025-09-22;CLP;9781880;CHEQUE;
COB-002689;DOC-2025-03836;2025-09-22;CLP;10007135;COMPENSACION;
COB-002796;DOC-2025-02625;2025-09-22;CLP;5307852;TRANSFERENCIA;
COB-002854;DOC-2025-03011;2025-09-22;CLP;5865689;TRANSFERENCIA;
COB-002917;DOC-2025-03947;2025-09-22;CLP;13015197;TRANSFERENCIA;
COB-003024;DOC-2025-03025;2025-09-22;CLP;2629904;TRANSFERENCIA;
COB-003235;DOC-2025-04268;2025-09-22;CLP;11373053;TRANSFERENCIA;
COB-003239;DOC-2025-03699;2025-09-22;CLP;2572545;TRANSFERENCIA;
COB-003274;DOC-2025-02313;2025-09-22;CLP;11287951;TRANSFERENCIA;
COB-003330;DOC-2025-02453;2025-09-22;USD;2845.02;TRANSFERENCIA;FCT-2025-0126
COB-003372;DOC-2025-02285;2025-09-22;USD;11129.69;TRANSFERENCIA;FCT-2025-0129
COB-003401;DOC-2025-04114;2025-09-22;CLP;28782772;TRANSFERENCIA;
COB-003471;DOC-2025-02375;2025-09-22;USD;94969.68;TRANSFERENCIA;
COB-003508;DOC-2025-04335;2025-09-22;CLP;5764519;TRANSFERENCIA;
COB-003513;DOC-2025-02309;2025-09-22;USD;2402.68;TRANSFERENCIA;FCT-2025-0138
COB-003514;DOC-2025-02321;2025-09-22;USD;9590.85;TRANSFERENCIA;
COB-003517;DOC-2025-02930;2025-09-22;CLP;3126405;TRANSFERENCIA;
COB-003525;DOC-2025-03552;2025-09-22;CLP;32495696;TRANSFERENCIA;
COB-003534;DOC-2025-03507;2025-09-22;CLP;1353304;CHEQUE;
COB-003541;DOC-2025-02434;2025-09-22;USD;11360.21;TRANSFERENCIA;
COB-003550;DOC-2025-03881;2025-09-22;CLP;1248889;TRANSFERENCIA;
COB-003557;DOC-2025-02931;2025-09-22;CLP;2730706;TRANSFERENCIA;
COB-003591;DOC-2025-02117;2025-09-22;USD;159400.5;TRANSFERENCIA;
COB-003628;DOC-2025-02740;2025-09-22;CLP;3854951;TRANSFERENCIA;
COB-003668;DOC-2025-02350;2025-09-22;USD;24072.77;TRANSFERENCIA;
COB-003698;DOC-2025-02555;2025-09-22;CLP;1865426;TRANSFERENCIA;
COB-003766;DOC-2025-03425;2025-09-22;CLP;4026402;TRANSFERENCIA;
COB-003805;DOC-2025-02820;2025-09-22;CLP;631267;CHEQUE;
COB-003828;DOC-2025-02946;2025-09-22;CLP;3776912;TRANSFERENCIA;
COB-003851;DOC-2025-02551;2025-09-22;CLP;3232648;TRANSFERENCIA;
COB-003854;DOC-2025-02657;2025-09-22;CLP;2211434;TRANSFERENCIA;
COB-003860;DOC-2025-03269;2025-09-22;CLP;45274671;TRANSFERENCIA;
COB-003895;DOC-2025-02962;2025-09-22;CLP;4111223;TRANSFERENCIA;
COB-003910;DOC-2025-04011;2025-09-22;CLP;72864145;TRANSFERENCIA;
COB-003963;DOC-2025-04240;2025-09-22;CLP;12548016;TRANSFERENCIA;
COB-004027;DOC-2025-02193;2025-09-22;USD;94914.36;FACTORING;FCT-2025-0168
COB-004065;DOC-2025-02137;2025-09-22;USD;17814.92;FACTORING;FCT-2025-0172
